count;dtCon
1;680
2;351
3;342
4;348
5;357
6;354
7;401
8;349
9;357
10;350
11;350
12;347
13;345
14;355
15;348
16;347
17;345
18;343
19;350
20;375
21;351
22;349
23;355
24;353
25;350
26;355
27;346
28;374
29;349
30;342
31;349
32;353
33;347
34;350
35;363
36;357
37;346
38;347
39;359
40;355
41;358
42;349
43;337
44;350
45;355
46;336
47;356
48;349
49;354
50;348
