count;dtCon
1;63
2;29
3;29
4;29
5;30
6;29
7;28
8;28
9;30
10;29
11;28
12;28
13;28
14;30
15;28
16;28
17;28
18;30
19;28
20;28
21;28
22;30
23;28
24;28
25;54
26;29
27;28
28;28
29;30
30;28
31;28
32;28
33;30
34;29
35;28
36;28
37;29
38;29
39;28
40;28
41;28
42;30
43;28
44;28
45;28
46;30
47;28
48;28
49;28
50;34
