count;dtCon
1;685
2;350
3;343
4;346
5;357
6;354
7;346
8;348
9;356
10;350
11;349
12;347
13;345
14;427
15;349
16;347
17;346
18;343
19;350
20;376
21;351
22;349
23;355
24;354
25;351
26;355
27;347
28;375
29;349
30;342
31;348
32;353
33;348
34;350
35;350
36;357
37;346
38;347
39;359
40;356
41;359
42;361
43;338
44;351
45;356
46;336
47;355
48;350
49;353
50;349
