count;dtCon
1;62
2;31
3;29
4;29
5;28
6;30
7;29
8;28
9;28
10;30
11;28
12;28
13;28
14;29
15;28
16;28
17;28
18;30
19;28
20;28
21;28
22;28
23;28
24;28
25;28
26;28
27;30
28;28
29;28
30;28
31;30
32;28
33;28
34;34
35;37
36;37
37;36
38;30
39;29
40;28
41;28
42;29
43;29
44;40
45;38
46;37
47;38
48;29
49;30
50;28
